OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,GIS_ACRES,Shape__Area,Shape__Length,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS
6156,2020,CA,CDF,AEU,15.04704475,100262.785917325,1752.94982842127,10509,Jan 31 2020 Broadcast,3,2020/01/31 00:00:00+00,2020/01/31 00:00:00+00,15,,,
6157,2020,CA,PVT,AEU,36.73971558,245805.55884789,3448.15581028662,10572,2020 Fuels Reduction,3,2020/02/13 00:00:00+00,2020/02/13 00:00:00+00,22.3,,,
6158,2020,CA,CDF,AEU,38.83984756,257040.1179356,5011.39959329153,10630,Feb 2020 Broadcast,3,2020/02/13 00:00:00+00,2020/02/18 00:00:00+00,22.4,,,
6159,2020,CA,CDF,AEU,75.50246429,503008.879054095,5028.25497857148,10639,Feb 2020 Broadcast,3,2020/02/11 00:00:00+00,2020/02/20 00:00:00+00,75.5,,,
6160,2020,CA,CDF,AEU,61.77360916,411511.354713,3552.70672130458,10780,Mar 3 2020 Broadcast,3,2020/03/03 00:00:00+00,2020/03/03 00:00:00+00,61.8,,,
6161,2020,CA,CDF,AEU,16.47665024,109035.508613985,1857.13993617549,10782,March 5 2020 Broadcast,3,2020/03/05 00:00:00+00,2020/03/05 00:00:00+00,16.5,,,
6162,2020,CA,CDF,AEU,4.14154863,27314.38901421,1040.19909714758,11060,2020 Fuels Reduction,3,2020/06/09 00:00:00+00,2020/06/09 00:00:00+00,4.1,,,
6163,2020,CA,CDF,AEU,65.79993439,435435.310784565,4014.34064893905,11110,"June 24, 2020 Broadcast",3,2020/06/24 00:00:00+00,2020/06/24 00:00:00+00,65.8,,,
6164,2020,CA,CDF,AEU,30.54381561,204168.90886507,3640.14125664038,11111,"June 16, 2020 Broadcast",3,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,30.5,,,
6165,2020,CA,CDF,AEU,240.16151428,1586669.74059777,10728.4321687029,11112,"June 10-12, 2020 Broadcast",3,2020/06/10 00:00:00+00,2020/06/12 00:00:00+00,240.2,,,
6166,2020,CA,CDF,AEU,3.18077564,21029.65436452,684.235334469002,11113,"May 11, 2020 Broadcast",3,2020/05/11 00:00:00+00,2020/05/11 00:00:00+00,3.2,,,
6167,2020,CA,CDF,AEU,53.21412277,355632.26485425,6413.66547949198,11198,July 2 2020 Broadcast,3,2020/07/02 00:00:00+00,2020/07/02 00:00:00+00,53.2,,,
6168,2020,CA,CDF,AEU,32.56667709,215086.28756493,2108.70601448855,11200,July 15 2020 Broadcast,3,2020/07/15 00:00:00+00,2020/07/15 00:00:00+00,32.6,,,
6169,2020,CA,CDF,AEU,22.64056587,149274.825253405,2088.46419394311,11231,"August 14, 2020 Broadcast",3,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,22.6,,,
6170,2020,CA,CDF,AEU,23.6991787,156164.498543625,2358.73102889767,11373,"Nov 17, 2020 Broadcast",3,2020/11/17 00:00:00+00,2020/11/17 00:00:00+00,23.7,,,
6171,2020,CA,CDF,AEU,47.79224396,316285.955352125,2469.30673739299,11504,Dec 11 2020 Broadcast,3,2020/12/11 00:00:00+00,2020/12/11 00:00:00+00,47.8,,,
6172,2020,CA,OTH,BEU,220.37265015,1367294.87930377,18678.0138545466,10949,Northern Boundary Burn,3,2020/05/26 00:00:00+00,2020/05/29 00:00:00+00,220,,,
6173,2020,CA,OTH,BEU,360.06033325,2229050.52749099,6733.97585866355,11066,Hay Camp Burn,3,2020/06/06 00:00:00+00,2020/06/06 00:00:00+00,360,,,
6174,2020,CA,OTH,BEU,626.25549316,3877774.73750436,11340.3959987199,11067,Man Field Burn,3,2020/06/05 00:00:00+00,2020/06/14 00:00:00+00,626,,,
6175,2020,CA,CDF,BTU,12.28225994,84444.494945255,1274.73131362586,10651,BFC Rx Burn,3,2020/01/26 00:00:00+00,2020/02/25 00:00:00+00,12.3,,,
6176,2020,CA,OTH,BTU,43.41423035,295243.37020891,2442.45165961227,10916,2020 Rabe Rx Burn,3,2020/05/27 00:00:00+00,2020/05/27 00:00:00+00,43.4,,,
6177,2020,CA,CDF,BTU,157.91101074,1074400.54306445,18454.7288349627,10922,Oroville Airport 2020 Rx Burn,3,2020/05/26 00:00:00+00,2020/05/26 00:00:00+00,157.9,,,
6178,2020,CA,CDF,BTU,68.44946289,470695.33950463,3172.0137933353,11395,Chico ECCO DEC 2020 Rx,3,2020/12/09 00:00:00+00,2020/12/11 00:00:00+00,68.4,,,
6179,2020,CA,CDF,CZU,14.34791756,91374.28035893,1320.06524210558,10575,Santa Rosalita Broadcast Burn,3,2020/02/19 00:00:00+00,2020/02/19 00:00:00+00,14.3,,,
6180,2020,CA,CDF,CZU,23.9950161,153005.86196979,2785.67197236903,10629,2020 Broadcast Burn,3,2020/02/27 00:00:00+00,2020/02/27 00:00:00+00,24,,,
6181,2020,CA,CDF,CZU,9.90121841,63171.221561005,1342.29045398382,11084,2020 Broadcast Burn,3,2020/06/24 00:00:00+00,2020/06/24 00:00:00+00,9.9,,,
6184,2020,CA,FWS,FKU,25.37706566,160034.997037515,2039.13462970756,11093,2020_Broadcast Burn,3,2020/06/03 00:00:00+00,2020/06/03 00:00:00+00,25.4,,,
6185,2020,CA,CDF,FKU,73.03621674,466275.436870185,5185.36060695053,11167,2020 BURN,3,2020/02/12 00:00:00+00,2020/02/14 00:00:00+00,70,,,
6186,2020,CA,PVT,HUU,25.52188492,181637.14308496,3498.19241125197,10669,HUU Rx 2020,3,2020/12/11 00:00:00+00,2020/12/11 00:00:00+00,25,,,
6187,2020,CA,OTH,HUU,306.24755859,2197789.21606725,16527.286320486,11097,2020 MKWC,3,2020/06/22 00:00:00+00,2020/06/22 00:00:00+00,33,,,
6188,2020,CA,PVT,HUU,306.24755859,2197789.21606725,16527.286320486,11097,2020 MKWC,3,2020/02/10 00:00:00+00,2020/11/19 00:00:00+00,122,,,
6189,2020,CA,CSP,HUU,220.09004211,1560805.55482785,8934.67819720242,11308,2020 Rx Burns,3,2020/10/29 00:00:00+00,2020/11/02 00:00:00+00,220,,,
6190,2020,CA,CDF,HUU,208.35299683,1466051.00788113,5820.12670659336,11391,Lone Star 2020 Units 1-3,3,2020/12/04 00:00:00+00,2020/12/04 00:00:00+00,208,,,
6191,2020,CA,CDF,HUU,367.94509888,2578570.07742402,8288.19225285223,11394,2020_RX,3,2020/12/10 00:00:00+00,2020/12/10 00:00:00+00,360,,,
6194,2020,CA,PVT,LMU,36.29467773,252782.751214705,4373.65817960032,10789,Wood Rx,3,2020/02/26 00:00:00+00,2020/02/27 00:00:00+00,36,,,
6195,2020,CA,PVT,LMU,128.88198853,898508.256235715,6394.2323073974,11364,Dow Ranch Rx 1,3,2020/11/01 00:00:00+00,2020/12/01 00:00:00+00,128,,,
6196,2020,CA,PVT,LMU,73.05917358,520295.446572965,3234.9564686264,11402,Madeline Rx 1,3,2020/12/01 00:00:00+00,2020/12/16 00:00:00+00,73,,,
6197,2020,CA,PVT,LMU,26.14332581,182864.700200765,5120.0789747285,11406,A-1 Rx,3,2020/12/11 00:00:00+00,2020/12/17 00:00:00+00,26,,,
6198,2020,CA,PVT,LNU,4003.44042969,26782238.7274756,32386.4853092911,10644,Lake Assist,3,2020/02/21 00:00:00+00,2020/04/16 00:00:00+00,200,,,
6199,2020,CA,PVT,LNU,24.44147491,161937.43674738,1646.49380968564,10744,Thompson,3,2020/02/22 00:00:00+00,2020/02/22 00:00:00+00,20,,,
6200,2020,CA,CDF,LNU,81.94261169,542430.57566909,24661.6876387817,10919,2020 Hwy 128 Burn,3,2020/05/25 00:00:00+00,2020/06/01 00:00:00+00,91,,,
6201,2020,CA,CDF,LNU,56.45595169,374111.38727243,3695.03395274,10920,2020 Maxwell Flat,3,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,56,,,
6202,2020,CA,CDF,LNU,335.00265503,2218949.65247548,9711.85665788907,10921,2020 Front Field,3,2020/06/02 00:00:00+00,2020/06/19 00:00:00+00,335,,,
6203,2020,CA,CSP,LNU,37.92592239,251075.724083305,1948.14567705609,11114,Plot A 2020,3,2020/07/01 00:00:00+00,2020/07/01 00:00:00+00,37,,,
6204,2020,CA,CSP,LNU,15.23359203,100972.87227036,1283.10146987927,11115,Plot B 2020,3,2020/07/01 00:00:00+00,2020/07/01 00:00:00+00,15,,,
6205,2020,CA,CSP,LNU,32.92275238,218196.69315313,1923.27003325776,11116,Plot C 2020,3,2020/07/03 00:00:00+00,2020/07/03 00:00:00+00,32,,,
6206,2020,CA,CSP,LNU,63.12575912,417750.133377755,2853.957503878,11117,Plot D 2020,3,2020/07/03 00:00:00+00,2020/07/03 00:00:00+00,63,,,
6207,2020,CA,CDF,LNU,295.90054321,1986065.54509381,6278.62207201618,11120,2020 C-234 Burn,3,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,90,,,
6208,2020,CA,OTH,LNU,46.83301926,308726.671040135,3281.75515930751,11123,2020 Broadcast Burn,3,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,27,,,
6209,2020,CA,CDF,LNU,86.08204651,573094.48246078,3668.33589843972,11142,Lake Sonoma Dam Face,3,2020/07/15 00:00:00+00,2020/07/15 00:00:00+00,86,,,
6210,2020,CA,CDF,MEU,570.00732422,3846309.76502998,14682.7922512726,10559,N-05-19 Ukiah Eastside Rx Fire,3,2020/01/07 00:00:00+00,2020/02/11 00:00:00+00,361,,,
6211,2020,CA,CDF,MEU,570.11663818,3840253.92764068,16522.0156583232,10560,N-05-19 Ukiah Westside Rx Fire,3,2020/02/18 00:00:00+00,2020/03/05 00:00:00+00,260,,,
6212,2020,CA,CDF,MEU,358.38818359,2450814.33648653,15968.5616565721,10567,2020 Shamrock VMP,3,2020/02/13 00:00:00+00,2020/02/22 00:00:00+00,308,,,
6213,2020,CA,CDF,MEU,138.01457214,922373.542710515,9530.65507394739,11337,Bridges Rx Fire,3,2020/11/11 00:00:00+00,2020/11/12 00:00:00+00,120,,,
6214,2020,CA,LRA,MEU,23.43138695,157587.455976835,1622.5434871723,11338,Gowen Burn 2020,3,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,20,,,
6215,2020,CA,OTH,MEU,25.96049881,175167.50254893,2762.57735981834,11339,ACOE Dam Burn 2020,3,2020/11/14 00:00:00+00,2020/11/14 00:00:00+00,25,,,
6216,2020,CA,CDF,MEU,30.51746178,204853.819081005,4308.81992162431,11400,HREC Rx Fire,3,2020/12/04 00:00:00+00,2020/12/04 00:00:00+00,30,,,
6217,2020,CA,CDF,MMU,103.8706131,661380.74940265,45341.281865841,9446,N-05-19 HIGHWAY 41 Burn,3,2020/06/03 00:00:00+00,2020/06/05 00:00:00+00,103.9,,,
6218,2020,CA,CDF,MMU,150.23684692,966350.375767855,9528.99339701668,9872,Long Training Burn,3,2020/06/05 00:00:00+00,2020/06/05 00:00:00+00,43,,,
6219,2020,CA,CDF,MMU,158.88059998,1018720.61337001,4410.82559740881,11347,Burn,3,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,158.9,,,
6220,2020,CA,CSP,MVU,134.17785645,773342.550631525,4412.63504743817,10872,Broadcast Burn 2020,3,2020/01/01 00:00:00+00,2020/01/17 00:00:00+00,134,,,
6221,2020,CA,CDF,NEU,5.51690912,37113.84356133,1248.00478104783,10958,Spring Broadcast Burn,3,2020/02/01 00:00:00+00,2020/03/31 00:00:00+00,4,,,
6222,2020,CA,CDF,NEU,38.15807343,256517.101421095,2036.7045786983,11366,Broadcast Burn,3,2020/12/02 00:00:00+00,2020/12/02 00:00:00+00,5.5,,,
6223,2020,CA,CCO,ORC,600.83032227,3492166.11129359,10695.4753911371,10099,Fire School,3,2020/06/01 00:00:00+00,2020/06/22 00:00:00+00,350,,,
6224,2020,CA,CDF,RRU,929.51135254,5467177.71753281,12407.6372535521,8359,Lake Matthews FMU Broadcast Burn,3,2020/05/21 00:00:00+00,2020/05/21 00:00:00+00,81,,,
6226,2020,CA,CDF,RRU,214.49729919,1252018.27314179,9247.06379808464,10886, Santa Rosa Rx Burns,3,2020/05/12 00:00:00+00,2020/06/30 00:00:00+00,19,,,
6227,2020,CA,CDF,RRU,140.02529907,820045.39003734,8618.57941294673,10903, Lake Skinner Burn,3,2020/05/20 00:00:00+00,2020/06/05 00:00:00+00,98,,,
6228,2020,CA,CCO,SBC,86.07663727,516533.764370065,4423.99959518836,10970,Chamberlin,3,2020/06/10 00:00:00+00,2020/06/11 00:00:00+00,86.1,,,
6229,2020,CA,CCO,SBC,167.82850647,1007970.31976347,5747.42109181125,11345,RIA Burn,3,2020/11/10 00:00:00+00,2020/11/10 00:00:00+00,167,,,
6230,2020,CA,CCO,SBC,345.03042603,2071106.09360296,12515.1761170451,11354,November Burn,3,2020/11/20 00:00:00+00,2020/11/20 00:00:00+00,345,,,
6231,2020,CA,OTH,SHU,596.40106201,4176593.661417,15357.2325111846,11214,2020 Shasta County RX,3,2020/05/01 00:00:00+00,2020/11/05 00:00:00+00,596.4,,,
6232,2020,CA,FWS,SKU,2452.79394531,17946506.7614429,23817.6967440578,9579,Lower Klamath RX,3,2020/11/03 00:00:00+00,2020/11/03 00:00:00+00,235,,,
6234,2020,CA,PVT,SKU,83.87376404,609155.791431605,4844.50728537349,11332,Newton Rx,3,2020/10/29 00:00:00+00,2020/10/29 00:00:00+00,83,,,
6235,2020,CA,OTH,SKU,453.9128418,3313002.1515637,7933.26412766358,11334,Butte Valley Rx,3,2020/11/03 00:00:00+00,2020/11/03 00:00:00+00,235,,,
6236,2020,CA,CDF,SLU,71.40112305,434022.592155825,3124.59434441327,8940,Spooner Burn,3,2020/02/29 00:00:00+00,2020/02/29 00:00:00+00,94,,,
6237,2020,CA,OTH,SLU,1208.19543457,7456002.61509107,18391.5546905737,10956,2020 C234 CAMP ROBERTS,3,2020/05/11 00:00:00+00,2020/05/15 00:00:00+00,450,,,
6238,2020,CA,OTH,SLU,544.50073242,3319971.56478363,9439.35709710403,11004,Range Improvement Burns,3,2020/03/04 00:00:00+00,2020/03/04 00:00:00+00,6,,,
6239,2020,CA,CDF,SLU,544.50073242,3319971.56478363,9439.35709710403,11004,Range Improvement Burns,3,2020/06/30 00:00:00+00,2020/06/30 00:00:00+00,138,,,
6240,2020,CA,CDF,SLU,502.92739868,3066145.63536123,7098.27329016953,11232,Gilardi Burn 2020 ,3,2020/08/11 00:00:00+00,2020/11/24 00:00:00+00,37,,,
6241,2020,CA,CDF,SLU,566.96221924,3465922.62600035,19026.4938247139,11356,2020 Webster Burning,3,2020/06/01 00:00:00+00,2020/06/05 00:00:00+00,567,,,
6242,2020,CA,CDF,TCU,6311.95898438,41684481.3167506,64624.3275322404,9655,2020-Winton Broadcast Burn,3,2020/02/01 00:00:00+00,2020/12/31 00:00:00+00,123.08,,,
6243,2020,CA,CSP,TCU,271.76635742,1787800.0207666,11342.8161454314,10248,2019-Big Trees Broadcast Burn,3,2020/05/15 00:00:00+00,2020/11/13 00:00:00+00,269.72,,,
6244,2020,CA,CDF,TCU,469.38320923,3083706.65560581,18968.0897039088,10249,South Park Broadcast Burn,3,2020/02/01 00:00:00+00,2020/02/29 00:00:00+00,55.25,,,
6245,2020,CA,CDF,TCU,537.72302246,3523471.8417979,13254.5790341038,10843,2020-New Hogan VMP,3,2020/04/01 00:00:00+00,2020/04/29 00:00:00+00,35.81,,,
6246,2020,CA,CDF,TCU,3.11646175,20473.773692535,556.243769883323,10924,2020-Arnold FFS Broadcast Burn,3,2020/05/20 00:00:00+00,2020/05/21 00:00:00+00,2.5,,,
6247,2020,CA,CDF,TCU,167.08709717,1096472.35225783,8059.13361025864,11051,PAWS Broadcast Burn,3,2020/06/11 00:00:00+00,2020/06/12 00:00:00+00,52,,,
6248,2020,CA,OTH,TCU,133.09049988,869145.69380695,7434.30925278182,11053,Melones BOR Broadcast Burn,3,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,94,,,
6249,2020,CA,CDF,TCU,15.11061001,99061.438800025,1271.6987284361,11055,Hogan Fireworks Broadcast Burn,3,2020/06/03 00:00:00+00,2020/06/03 00:00:00+00,11.3,,,
6250,2020,CA,LRA,TCU,7.00201893,46086.656467445,1882.16734576204,11344,Moke Hill Cemetery Broadcast Burn,3,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,7,,,
6251,2020,CA,OTH,TCU,24.18374252,158621.01002375,3631.67034456977,11381,2020-Calaveritas Broadcast Burn,3,2020/12/01 00:00:00+00,2020/12/31 00:00:00+00,24.18,,,
6252,2020,CA,CDF,TCU,61.98841095,409331.718460575,6711.38508636502,11452,2020-WTB FR-Broadcast Burn,3,2020/12/01 00:00:00+00,2020/12/31 00:00:00+00,62,,,
6253,2020,CA,CDF,TGU,110.42558289,768389.95111432,56342.495207867,9807,HWY 36E Roadside,3,2020/06/30 00:00:00+00,2020/07/01 00:00:00+00,102,,,
6254,2020,CA,CDF,TGU,248.61219788,1733441.62313359,6313.99569620222,10558,PCSC Unit 1 RX Burn,3,2020/02/10 00:00:00+00,2020/02/10 00:00:00+00,37,,,
6255,2020,CA,CDF,TGU,48.00963211,334530.505830265,4179.24509961675,10986,Ishi Security FRP Burn,3,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,48,,,
6256,2020,CA,CDF,TGU,183.55267334,1264900.22312426,6054.19274925942,10987,TURRI VMP Broadcast Burn Unit 2,3,2020/02/24 00:00:00+00,2020/02/24 00:00:00+00,5,,,
6257,2020,CA,CDF,TGU,523.14105225,3602431.79176742,8028.04480524024,10999,2020 TNC VMP Big Pool Unit,3,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,523,,,
6258,2020,CA,CDF,TGU,1216.6932373,8417042.73731628,17906.7552806419,11000,2020 TNC VMP Back Country & Breaks Unit,3,2020/06/11 00:00:00+00,2020/06/11 00:00:00+00,1178,,,
6259,2020,CA,CDF,TGU,4.53858948,31136.999904655,11324.6953698545,11003,HWY 162 / RD 306 RxBurning,3,2020/06/09 00:00:00+00,2020/06/09 00:00:00+00,4.5,,,
6260,2020,CA,CDF,TGU,123.5615387,862902.080256755,4881.11824709677,11107,Spring Branch Burning,3,2020/07/07 00:00:00+00,2020/07/07 00:00:00+00,123,,,
6625,2020,CA,NPS,KNP,244.30278015,1544862.18633166,12550.4646025441,6323268,"Cedar Central Omnibus (Zumwalt, Ho",3,2020/05/24 00:00:00+00,2020/05/29 00:00:00+00,245,2,1,1
6626,2020,CA,NPS,RWP,125.54167938,890524.994310495,5495.80680470537,3034012,Williams Ridge Rx,3,,,118,,,
6627,2020,CA,NPS,RWP,153.40361023,1087795.54153519,4921.45702812205,3034012,Copper Creek Rx,3,,,148,,,
6628,2020,CA,NPS,RWP,143.72010803,1018544.30503112,5795.71393343384,3034012,Lower Lyons Rx,3,,,4,,,
6629,2020,CA,NPS,LNP,70.42893219,492362.429892,4361.96433867086,6319426,"FY20_RX_NWG Units A-G
",3,,,85,,,
6630,2020,CA,NPS,RWP,128.26499939,910465.292121165,5114.5547501405,3034012,Upper Counts Rx,3,,,127,,,
6631,2020,CA,NPS,KNP,244.32234192,1536987.36442576,5975.27464162483, 6323267,Sherman 2,3,,,244,,,
6632,2020,CA,BLM,CND,85.73982239,551849.41655953,4032.36674723524,NFPORS6319361,Fish Slough OM Underburn,3,2020/02/28 00:00:00+00,2020/02/28 00:00:00+00,85,,,
6633,2020,CA,BLM,CND,54.81955338,360558.555002245,3741.66833845018,NFPORS6324108,WUI VA MLFO Broadcast Burn,3,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,54,,,
6634,2020,CA,BLM,NOD,7.64249182,54387.538123365,959.056057641443,NFPORS6318792,SRF Interagency Burn,3,2020/03/10 00:00:00+00,2020/03/11 00:00:00+00,7,,,
6635,2020,CA,BLM,NOD,6.21456003,44259.259821835,1110.89943345982,NFPORS6318694,Westside Praire Broadcast,3,2020/02/27 00:00:00+00,2020/02/28 00:00:00+00,6,,,
6636,2020,CA,BLM,CDD,1.96672583,11475.382164995,486.127716317562,NFPORS6327613,Dos Palmas Broadcast,3,2020/03/30 00:00:00+00,2020/03/30 00:00:00+00,2,,,
6637,2020,CA,BLM,NOD,118.47997284,827426.339028215,4743.78936948455,NFPORS6328759,Spring Branch RX,3,2020/07/07 00:00:00+00,2020/07/10 00:00:00+00,118,,,
6638,2020,CA,USF,KNF,174.61444092,1265213.67496653,6092.52562514666,7320023000,,7,2020/09/30 00:00:00+00,,174,,,
6639,2020,CA,USF,KNF,14.99156952,107470.88471937,1436.09045174461,5120068000,JACKSON LAKE,7,2019/11/01 00:00:00+00,,15,,,
6640,2020,CA,USF,KNF,25.0990963,181979.995248085,2243.26910192668,7280056000,,7,2020/09/30 00:00:00+00,,25,,,
6641,2020,CA,USF,KNF,44.00215912,320460.78696241,2956.36188700337,2270037000,HCFP (PHASE 2) UNDERBURN S,7,2020/09/01 00:00:00+00,,44,,,
6642,2020,CA,USF,KNF,53.50715256,387806.176522605,2750.86546008649,7330012000,,7,2020/09/30 00:00:00+00,,54,,,
6643,2020,CA,USF,KNF,69.72549438,506803.08911722,3156.82125677463,7180013000,,7,2020/09/30 00:00:00+00,,85,,,
6644,2020,CA,USF,KNF,38.97927094,282969.8520263,2702.55986766544,7180050000,,7,2020/09/30 00:00:00+00,,57,,,
6645,2020,CA,USF,KNF,21.85928535,158534.546922475,2215.09746846866,7430115000,,7,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,22,,,
6646,2020,CA,USF,KNF,30.33868217,217507.972986565,2394.63536677203,5120045000,JACKSON LAKE,7,2019/11/01 00:00:00+00,,30,,,
6647,2020,CA,USF,KNF,86.02862549,616754.73884357,3786.94837489855,5120043000,JACKSON LAKE,7,2019/11/01 00:00:00+00,,86,,,
6648,2020,CA,USF,KNF,11.61045647,84216.17157455,1414.01994062547,7290016000,,7,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,12,,,
6649,2020,CA,USF,KNF,52.93959808,383946.216008835,2977.23253004883,7430031000,,7,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,53,,,
6650,2020,CA,USF,KNF,101.01544952,731298.964038925,3776.5816216837,7490103000,BIG PONY UNIT #236,7,2020/07/15 00:00:00+00,,101,,,
6651,2020,CA,USF,KNF,49.91987228,362072.07241253,3741.63293526447,2490072000,ELK THIN,7,2020/05/01 00:00:00+00,,48,,,
6652,2020,CA,USF,KNF,160.48600769,1163835.85819458,6695.4985063255,7280075000,,7,2020/09/30 00:00:00+00,,160,,,
6653,2020,CA,USF,KNF,170.64790344,1237076.07669371,7260.67159341783,7430546000,,7,2020/09/30 00:00:00+00,,171,,,
6654,2020,CA,USF,KNF,6.01676083,43872.53862377,1076.03207417843,2250090000,,7,2020/04/01 00:00:00+00,,6,,,
6655,2020,CA,USF,KNF,13.86914253,101116.493186975,1351.08723772989,2260033000,,7,2020/04/01 00:00:00+00,,14,,,
6656,2020,CA,USF,KNF,46.58881378,339693.658029535,3856.39583278564,2250091000,,7,2020/04/01 00:00:00+00,,47,,,
6657,2020,CA,USF,KNF,12.85701942,93761.662815075,1401.17142596318,2250081000,,7,2020/04/01 00:00:00+00,,13,,,
6658,2020,CA,USF,KNF,86.55925751,628078.14457073,5259.62704340355,5330200000,SCOTT BAR MTN UNDERBURN,7,2020/04/01 00:00:00+00,,87,,,
6659,2020,CA,USF,KNF,12.13715649,87011.64818469,1336.91734487262,5120200000,,7,2019/11/01 00:00:00+00,,3,,,
6660,2020,CA,USF,KNF,2.95216966,21163.18759521,715.386318874202,5120201000,,7,2019/11/01 00:00:00+00,,12,,,
6661,2020,CA,USF,KNF,48.9709053,355627.511662025,2620.245085658,7210901000,ROUND VALLEY,7,2020/02/20 00:00:00+00,2020/02/20 00:00:00+00,49,,,
6662,2020,CA,USF,KNF,45.17258835,328048.344792605,4065.93586414932,7210904000,ROUND VALLEY,7,2020/02/20 00:00:00+00,2020/02/20 00:00:00+00,45,,,
6663,2020,CA,USF,KNF,17.58252525,126058.577944995,2362.67821134925,5120044000,,7,2019/11/01 00:00:00+00,,18,,,
6664,2020,CA,USF,KNF,3.27380943,23468.56471383,705.841708018234,5120066000,JACK CONVENTIONAL,7,2019/11/01 00:00:00+00,,3,,,
6665,2020,CA,USF,KNF,25.79060364,187370.376605915,1807.48106386031,7180068000,,7,2020/09/30 00:00:00+00,,26,,,
6666,2020,CA,USF,KNF,21.48194313,156039.818499425,1556.20119788648,7180070000,FIRST,7,2020/09/30 00:00:00+00,,21,,,
6667,2020,CA,USF,KNF,35.91762161,260890.12776402,2922.53816371774,7180071000,SECOND,7,2020/09/30 00:00:00+00,,36,,,
6668,2020,CA,USF,SNF,68.70075989,441771.624560245,5040.2558716693,7282006001,TIMBERLOFT UNDERBURN,7,2019/10/01 00:00:00+00,2020/02/29 00:00:00+00,100,,,
6669,2020,CA,USF,KNF,79.04447937,573972.5804435,5189.45299163619,7180028000,,7,2020/09/30 00:00:00+00,,79,,,
6670,2020,CA,USF,KNF,18.39689445,134065.975399315,2163.79916399549,1020017000,SALT CREEK FIRE SALVAGE,11,2019/11/01 00:00:00+00,,18,,,
6671,2020,CA,USF,ENF,153.93818665,1030225.52028282,5268.15001366873,3030062000,TOBACCO BURN N-D-RIDGE,7,2019/10/01 00:00:00+00,,496,,,
6672,2020,CA,USF,MNF,119.73671722,811952.67693224,11221.6147850312,0330002000,MINE CAMP DIVERSION DAM,3,2019/02/01 00:00:00+00,2020/02/05 00:00:00+00,178,,,
6673,2020,CA,USF,KNF,88.20043182,639247.40055161,3913.61239806422,7460912000,LOW GROUSE THIN MP #5,7,2020/06/15 00:00:00+00,,88,,,
6674,2020,CA,USF,KNF,55.66950607,403120.858613555,4110.89254880642,7460128000,LOW GROUSE THIN MP #30,7,2020/06/15 00:00:00+00,,56,,,
6675,2020,CA,USF,KNF,25.69545555,186061.37300093,3254.02790108701,7470054000,LOW GROUSE THIN MP #29,7,2020/06/15 00:00:00+00,,26,,,
6676,2020,CA,USF,BDF,73.50743103,436193.839587985,3093.02951164406,330340F000,BLUFF MESA,3,2020/01/15 00:00:00+00,2020/06/05 00:00:00+00,73,,,
6677,2020,CA,USF,KNF,218.79702759,1585394.4124978,9119.910428208,7460044000,LOW GROUSE THIN MP #18,7,2020/06/15 00:00:00+00,,219,,,
6678,2020,CA,USF,KNF,120.59145355,873316.531287045,6295.49866791895,7460068000,LOW GROUSE THIN MP #35,7,2020/06/15 00:00:00+00,,121,,,
6679,2020,CA,USF,KNF,50.98213959,369322.655212975,3748.06385937661,7460010000,LOW GROUSE THIN MP # 55,7,2020/06/15 00:00:00+00,,51,,,
6680,2020,CA,USF,KNF,65.64814758,475612.910529965,3339.51261431068,7460127000,LOW GROUSE THIN MP #45,7,2020/06/15 00:00:00+00,,66,,,
6681,2020,CA,USF,BDF,107.72455597,639209.91745783,4126.39934807938,330340F000,BLUFF MESA,3,2019/05/01 00:00:00+00,2020/06/05 00:00:00+00,108,,,
6682,2020,CA,USF,TNF,240.42108154,1626603.28557621,6251.977481643,8151016000,GLENSHIRE BROCKWAY FUEL REDUC,7,2020/05/01 00:00:00+00,,240,,,
6683,2020,CA,USF,ANF,65.16262054,387083.72387135,3914.09593206518,CLEARCREFB,JOINT CHIEFS PROJECT,3,2019/12/10 00:00:00+00,2020/02/28 00:00:00+00,353,,,
6684,2020,CA,USF,CNF,22.38113594,130166.5704341,1687.01086085421,F025313002,PALOMAR FB AND FRY CREEK,3,2019/10/01 00:00:00+00,,5000,,,
6685,2020,CA,USF,CNF,170.86195374,993578.42807417,5827.61912304064,F025316001,FRY CREEK - PMHLP,3,2019/10/01 00:00:00+00,2020/02/03 00:00:00+00,5000,,,
